"Ranking,Name,ELO,PlayedGames"
"6338,[HINDU]Shaktimaan,17.4,551"
"6339,Suffer[NoBot]ToLive,17.4,24"
"6340,TheFirstOrder,17.4,24"
"6341,[OG]Riotik,17.4,60"
"6342,[-_-],17.4,6"
"6343,Soydivinogokublack,17.4,20"
"6344,[corgi]Player631,17.4,32"
"6345,[RU]обормот,17.4,12"
"6346,std::cout,17.4,9"
"6347,Czechempire,17.4,18"
"6348,[IR]Avelanche,17.4,20"
"6349,[VDK]lesnik,17.4,13"
"6350,CapriSang,17.4,45"
"6351,[iOS]User920,17.4,78"
"6352,(AI)bot,17.4,10"
"6353,Player914,17.4,11"
"6354,Jacuzzi,17.4,10"
"6355,LibyanTheocracy,17.4,10"
"6356,[AZE]Sabael,17.4,93"
"6357,[NTH]Gunmy,17.4,7"
"6358,Bencusbe,17.4,12"
"6359,[OG]Turkish,17.4,4"
"6360,[ELITE]Devonheaven,17.4,54"
"6361,kinn,17.4,6"
"6362,[CYB]Happy16,17.4,10"
"6363,Tahuantinsuyo,17.4,12"
"6364,[islam]FreePalestine,17.4,6"
"6365,[PP]Kosmaty,17.4,8"
"6366,[Hey]bh1m,17.4,12"
"6367,[corgi]VietNam,17.4,4"
"6368,KyrgyzEmpire,17.4,12"
"6369,[ISLAM]Afghan,17.4,6"
"6370,Player316,17.4,4"
"6371,Girlylana,17.4,4"
"6372,KlausTheMad,17.4,49"
"6373,FreePalestine,17.4,9"
"6374,Player145,17.4,12"
"6375,AndroidUser607,17.4,10"
"6376,RepublicofJapan,17.4,10"
"6377,imperiumbydgoskie,17.4,12"
"6378,iOSUser92,17.4,10"
"6379,naźi,17.4,26"
"6380,Meep,17.3,34"
"6381,[OG]PikaC,17.3,129"
"6382,Shadow,17.3,29"
"6383,Spartan,17.3,97"
"6384,1123dd,17.3,8"
"6385,player1,17.3,27"
"6386,[UNION]ErkanBaş,17.3,71"
"6387,TRFilistin,17.3,50"
"6388,Aenet,17.3,5"
"6389,ottamanempire,17.3,6"
"6390,BritishEmpire,17.3,6"
"6391,OttomanEmpire,17.3,5"
"6392,Snowfire,17.3,19"
"6393,[CORGI]Совет,17.3,4"
"6394,trrtvbk,17.3,69"
"6395,[BR]Navegantes,17.3,61"
"6396,[TR]Osmanlı,17.3,10"
"6397,[DREW]Mtank2006,17.3,25"
"6398,[CAXA]:kind,17.3,26"
"6399,[OG]TeamworkisKing,17.3,6"
"6400,Ihateηiggers,17.3,9"
"6401,Germany1939Mode,17.3,12"
"6402,JakobAB_Fox,17.3,22"
"6403,[GRU]Blastoporea,17.3,8"
"6404,[x]BEERepublic,17.3,6"
"6405,Player497,17.3,6"
"6406,[BEEG]DirtyDynasty,17.3,6"
"6407,[île]Imhotep,17.3,16"
"6408,[kurengu]JSKONG,17.3,10"
"6409,TheArcaniunempire,17.3,10"
"6410,Thewall,17.3,4"
"6411,Ukraine,17.3,57"
"6412,Prdelsveta,17.3,81"
"6413,[CORGI]Mr.Frundles,17.3,4"
"6414,[FE!N]TravisScott,17.3,6"
"6415,Federacion[1112],17.3,8"
"6416,Yeet,17.3,4"
"6417,Player26,17.3,8"
"6418,:{),17.3,8"
"6419,[Corgi]LittleBoss,17.3,9"
"6420,legitnyziomek,17.3,4"
"6421,Judenverbot,17.3,21"
"6422,Poutine,17.3,19"
"6423,[OG]A-MHenriksson,17.3,8"
"6424,Player367,17.3,8"
"6425,Onceallyalwayally,17.3,6"
"6426,[CORGI]Iamawful,17.3,14"
"6427,Noixcoco,17.3,4"
"6428,PotatoEmpire,17.3,6"
"6429,GokuMui,17.3,11"
"6430,Player664,17.3,8"
"6431,dontattackmepls,17.3,20"
"6432,Diaz,17.3,6"
"6433,daris,17.3,16"
"6434,Player972,17.2,19"
"6435,[SMN]empireogisbad,17.2,45"
"6436,[TCH]TheTroll,17.2,31"
"6437,СССР1111,17.2,25"
"6438,[OG]OhioKingdome,17.2,34"
"6439,Apollo,17.2,23"
"6440,[23]sweetnothing,17.2,11"
"6441,megapint424,17.2,96"
"6442,megapint88,17.2,103"
"6443,[OG]OrlandoMagics,17.2,7"
"6444,[be]Panzer4,17.2,14"
"6445,(OG)cr7,17.2,14"
"6446,[Corgi]please,17.2,12"
"6447,çameliempire,17.2,40"
"6448,Kingdomofsweden,17.2,12"
"6449,AndroidUser224,17.2,14"
"6450,Abysus,17.2,41"
"6451,MyEmpire,17.2,49"
"6452,Jakob,17.2,10"
"6453,[VoId]νιςτοrαραΙ.,17.2,12"
"6454,Hecker,17.2,10"
"6455,Player4,17.2,10"
"6456,[uwuclan],17.2,11"
"6457,firstfranceempire,17.2,34"
"6458,Kankilaton,17.2,10"
"6459,TTT,17.2,8"
"6460,kndbj,17.2,6"
"6461,cevher,17.2,8"
"6462,Gemefoll,17.2,6"
"6463,E2121A*#&,17.2,6"
"6464,Israel,17.2,8"
"6465,italy,17.2,26"
"6466,AndroidUser630,17.2,12"
"6467,[Cogri:]f,17.2,12"
"6468,persia48,17.2,9"
"6469,UkraineKiIl,17.2,6"
"6470,.Россия.,17.2,53"
"6471,Buddy,17.2,20"
"6472,_notbiased,17.2,10"
"6473,JustForFun,17.2,8"
"6474,DPR,17.2,6"
"6475,Włocja,17.2,10"
"6476,Player179,17.2,4"
"6477,King,17.2,18"
"6478,Thiênlong252525,17.2,15"
"6479,Georgia,17.2,4"
"6480,Hassanshah,17.2,16"
"6481,=[:::::::>rome,17.2,24"
"6482,RTE,17.1,25"
"6483,iMPeRaTor,17.1,17"
"6484,Baelish,17.1,29"
"6485,AndroidUser69,17.1,28"
"6486,megapint168,17.1,107"
"6487,Коммунис.Коммунизм,17.1,28"
"6488,[FR]Broadcastempire,17.1,5"
"6489,AndroidUser780,17.1,110"
"6490,[OG]Freeza,17.1,41"
"6491,[SPQR]Ghet,17.1,19"
"6492,[corgi]Levent,17.1,13"
"6493,Kurenshe,17.1,17"
"6494,[OG]maxsrightnut,17.1,12"
"6495,....,17.1,23"
"6496,[henk]henk,17.1,8"
"6497,Alokhich,17.1,6"
"6498,[FR]Blooks,17.1,6"
"6499,[42]acceptcookie,17.1,4"
"6500,ReturntoHardBots,17.1,4"
"6501,Albania,17.1,14"
"6502,EastIndiaCompany,17.1,10"
"6503,qwl,17.1,6"
"6504,zxc,17.1,4"
"6505,what'sakilometer,17.1,8"
"6506,AndroidUser233,17.1,8"
"6507,KingStob,17.1,5"
"6508,Friendsville,17.1,8"
"6509,[SDV]team-pro,17.1,10"
"6510,[C0RGl]End,17.1,8"
"6511,mam,17.1,10"
"6512,NoMercy,17.1,4"
"6513,lol,17.1,19"
"6514,Noman:(,17.1,8"
"6515,Leninglad,17.1,8"
"6516,(-_-)<::::::::]===>,17.1,8"
"6517,maraşlı,17.1,8"
"6518,[OG]Sunny,17.1,14"
"6519,Anglosphere,17.1,47"
"6520,[IND]E4,17.1,12"
"6521,Lobsterfest[Splen],17.1,8"
"6522,eee,17.1,6"
"6523,:)no...nottoday,17.1,29"
"6524,attack=kamikaze,17.1,18"
"6525,boberEmpire,17.1,21"
"6526,Player567,17.1,4"
"6527,Neworder,17.1,6"
"6528,[LT]Snaxas,17.0,6"
"6529,megapint415,17.0,99"
"6530,megapint35,17.0,105"
"6531,[PL]Miku,17.0,5"
"6532,[VOID]Cr7,17.0,16"
"6533,[Corgi]Xtemple,17.0,20"
"6534,AllahAkbar,17.0,8"
"6535,yeezysply-350,17.0,9"
"6536,[OG]AzureMain,17.0,17"
"6537,Player634,17.0,17"
"6538,pentagon,17.0,14"
"6539,boooo,17.0,32"
"6540,35.,17.0,35"
"6541,[Bard]Barty,17.0,13"
"6542,[HUN]buffalo1904,17.0,14"
"6543,Lententia,17.0,6"
"6544,TürklerKalacak,17.0,8"
"6545,Player,17.0,18"
"6546,Gallowglass,17.0,14"
"6547,naz1,17.0,6"
"6548,cheeseburger,17.0,23"
"6549,Player27,17.0,5"
"6550,Babylonia,17.0,4"
"6551,[CORGI]Rome,17.0,6"
"6552,[PL]kozackyBOHUN,17.0,8"
"6553,Plimperium[wama],17.0,56"
"6554,Osmanli,17.0,146"
"6555,[Corgi]Phy,17.0,4"
"6556,0________o,17.0,4"
"6557,chaos,17.0,4"
"6558,PoorHamster,17.0,29"
"6559,[OG]b,17.0,4"
"6560,AndroidUser244,17.0,4"
"6561,Hamas,17.0,25"
"6562,[SPQR]Arcadia,17.0,34"
"6563,Ineedfriends.,17.0,7"
"6564,TJ.,17.0,4"
"6565,AAA,17.0,4"
"6566,[PL]Mollach,17.0,6"
"6567,Ansh,17.0,4"
"6568,tdkjkgty,17.0,4"
"6569,Seife,17.0,75"
"6570,andiroidmükemmel,17.0,4"
"6571,[Cosmo]cosmo,17.0,6"
"6572,Rambana,17.0,8"
"6573,[JUDAH]Judah,17.0,11"
"6574,Bob,17.0,4"
"6575,SlovakianLand,17.0,6"
"6576,Google,17.0,4"
"6577,akifistan,17.0,6"
"6578,Player767,17.0,71"
"6579,Player842,17.0,6"
"6580,ZeprrosXersx,17.0,12"
"6581,Srpoopybutthead,17.0,10"
"6582,[CORGI]Blank,17.0,8"
"6583,HolyEmpire,17.0,12"
"6584,erkenazyon,17.0,4"
"6585,Bili6,16.9,14"
"6586,Dutchempire,16.9,42"
"6587,Belgium,16.9,181"
"6588,[Corgi]Infer00,16.9,71"
"6589,AdlerineKingdom,16.9,19"
"6590,OttomanEmpıre,16.9,6"
"6591,nyga,16.9,6"
"6592,[USA2.0]Lilkirbs22,16.9,15"
"6593,[TR]Tek-Din-islam,16.9,24"
"6594,GhostOrganization,16.9,18"
"6595,[ISLAM]LebanonEmpire,16.9,16"
"6596,DartMonkey,16.9,8"
"6597,Animal,16.9,21"
"6598,[OG]Valod,16.9,10"
"6599,Player735,16.9,10"
"6600,Sultanate,16.9,40"
"6601,OttomanEmpire,16.9,16"
"6602,GreatBritain,16.9,4"
"6603,Teupai,16.9,10"
"6604,TheInternational,16.9,17"
"6605,Tahuantinsuyo,16.9,4"
"6606,ImperiumofMan,16.9,25"
"6607,[FR]RyZum,16.9,6"
"6608,ReardHeadfull,16.9,18"
"6609,SmileyTown,16.9,31"
"6610,Islam,16.9,4"
"6611,SpanishEmpire,16.9,4"
"6612,VirginIslands,16.9,10"
"6613,CCC,16.9,8"
"6614,YAƏLİ,16.9,6"
"6615,Thinmint,16.9,11"
"6616,Frecpula,16.9,53"
"6617,AliDad,16.9,31"
"6618,Finnougricempire,16.9,13"
"6619,OgnjenŠljanić,16.9,4"
"6620,deafn1gga,16.9,10"
"6621,казахскоеханство,16.9,18"
"6622,theghetto,16.9,4"
"6623,Imperial,16.9,4"
"6624,Player332,16.9,4"
"6625,p110,16.9,6"
"6626,Azərbaycan,16.8,13"
"6627,[og]v!wat#1hater,16.8,34"
"6628,*[]VR*Peru[]*,16.8,191"
"6629,[UZB]Xojiakbar,16.8,14"
"6630,[ST]Greg1v1:3,16.8,39"
"6631,megapint280,16.8,110"
"6632,megapint365,16.8,107"
"6633,Savitar,16.8,17"
"6634,Россия,16.8,21"
"6635,Hughanus,16.8,7"
"6636,KaV,16.8,46"
"6637,aum,16.8,16"
"6638,Ddd,16.8,16"
"6639,Player130,16.8,14"
"6640,Player278,16.8,10"
"6641,AndroidUser648,16.8,21"
"6642,monkeyhi,16.8,12"
"6643,[Baloo]H-Caw,16.8,6"
"6644,Player601,16.8,9"
"6645,Player,16.8,4"
"6646,...............,16.8,4"
"6647,[RUS]Koharin,16.8,4"
"6648,Hahahahahahaha,16.8,4"
"6649,[negr]Napoleon,16.8,6"
"6650,ChikitoRacingFRYT,16.8,8"
"6651,[chirens]el_daniel,16.8,8"
"6652,[soyjak]'APESON,16.8,4"
"6653,frenchempire2,16.8,4"
"6654,Patrycjusz,16.8,4"
"6655,U.S.S.R.,16.8,62"
"6656,Veletia,16.8,6"
"6657,Fullsend,16.8,4"
"6658,waza,16.8,8"
"6659,Говно,16.8,8"
"6660,Lunaria[CNE],16.8,4"
"6661,[Corgi]Ukrop,16.8,6"
"6662,SimsekMcQueen,16.8,31"
"6663,NoBlackMen[pasteur],16.8,41"
"6664,ThePlague,16.8,14"
"6665,[CT]CrimeanTatar,16.8,4"
"6666,HateMe,16.8,4"
"6667,[JESUS]CommonW,16.8,22"
"6668,Player471,16.8,6"
"6669,[VLC]J3ns,16.8,8"
"6670,AndroidUser101,16.8,20"
"6671,Player222,16.8,10"
"6672,ShawiniganHandshake,16.8,14"
"6673,[CORGI]Donk1981,16.8,6"
"6674,AndroidUser682,16.8,24"
"6675,Boom,16.7,12"
"6676,megapint528,16.7,108"
"6677,megapint449,16.7,107"
"6678,NASIRiech,16.7,13"
"6679,[COMMY]IndianGhuana,16.7,11"
"6680,Player807,16.7,33"
"6681,nyaitchinisan,16.7,14"
"6682,[DREW]sweden,16.7,14"
"6683,Clarkbarbar,16.7,20"
"6684,peace,16.7,24"
"6685,[Mendaci]Tauriscia,16.7,25"
"6686,228,16.7,6"
"6687,Maroc,16.7,46"
"6688,TOKEBECicitte,16.7,10"
"6689,[Corgi]GreaterGood,16.7,6"
"6690,[Boys]Schijt,16.7,7"
"6691,giuseago,16.7,15"
"6692,porcamaddonnalandia,16.7,4"
"6693,[Corgi]Isnigu,16.7,4"
"6694,3131313131313131,16.7,4"
"6695,iOSUser181,16.7,9"
"6696,Gofe,16.7,4"
"6697,[NL]Heracles,16.7,4"
"6698,Konstanz,16.7,4"
"6699,Empirefrançais,16.7,4"
"6700,doritos,16.7,9"
"6701,AndroidUser379,16.7,4"
"6702,[Corgi]Enlightenment,16.7,6"
"6703,Preußen,16.7,6"
"6704,neeskens,16.7,27"
"6705,YaboyskinnyP,16.7,6"
"6706,[ind]chai,16.7,5"
"6707,[PETE]MateoD.,16.7,4"
"6708,[EU]IrishPotato,16.7,6"
"6709,[super]superr,16.7,10"
"6710,-_-,16.7,15"
"6711,HaSiKoMe,16.7,67"
"6712,[ø]SuperViper999,16.7,4"
"6713,[OG]UnitedCaptains,16.7,16"
"6714,[Corgi]Player540,16.7,6"
"6715,Player125,16.7,4"
"6716,Poland,16.7,4"
"6717,[NL]Ak47,16.7,11"
"6718,[GRU]rech1s,16.7,4"
"6719,Player156,16.7,4"
"6720,Player63,16.7,4"
"6721,alex,16.7,12"
"6722,Player321,16.7,8"
"6723,AndroidUser152,16.7,13"
"6724,IShowSpeed[ZXC],16.7,41"
"6725,[EU]Multiplayer,16.7,6"
"6726,AndroidUser238,16.7,6"
"6727,[ESP]Plane,16.7,6"
"6728,[Islam]Anas,16.7,55"
"6729,Gazan't,16.7,4"
"6730,Devnull[PL],16.7,4"
"6731,[corgi]cleanmauler,16.6,37"
"6732,LeftAndBecameAbot,16.6,17"
"6733,[GAZA]Gen0cideJ0e,16.6,16"
"6734,France,16.6,32"
"6735,SovietCosmonaut,16.6,21"
"6736,LiDS[X],16.6,44"
"6737,PCF,16.6,6"
"6738,megapint396,16.6,99"
"6739,megapint433,16.6,105"
"6740,Piles'OLard,16.6,6"
"6741,Player404,16.6,22"
"6742,[OG]Midou.,16.6,6"
"6743,[PRoDiGy],16.6,6"
"6744,TheMalteseEmpire,16.6,6"
"6745,AndroidUser246,16.6,4"
"6746,[PL]kjt,16.6,4"
"6747,[RU]Chess.com,16.6,33"
"6748,Player525,16.6,4"
"6749,spermavrot,16.6,4"
"6750,[Fire]PrinceZuko,16.6,4"
"6751,plmanosss,16.6,6"
"6752,БанановаяИмперия,16.6,4"
"6753,Player43,16.6,4"
"6754,ElLuciMC,16.6,18"
"6755,[TR]Hun,16.6,8"
"6756,Zubor,16.6,8"
"6757,WarForSparta!!!,16.6,4"
"6758,antonsugersnop,16.6,8"
"6759,Player228,16.6,4"
"6760,[corgi],16.6,4"
"6761,nyeh,16.6,4"
"6762,UnitedKingdom,16.6,4"
"6763,UK[Corgi],16.6,4"
"6764,OttomanEmpire,16.6,4"
"6765,Putinstopwar!!!,16.6,4"
"6766,Moldova,16.6,25"
"6767,ottomanempire,16.6,34"
"6768,RomanEmpire,16.6,4"
"6769,NewBritishEmpire,16.6,25"
"6770,[OG]Hellboy,16.6,4"
"6771,vietnam,16.6,6"
"6772,Manonhorse,16.6,12"
"6773,Layneee,16.6,4"
"6774,[CORGI]Mycenae,16.6,6"
"6775,Player305,16.6,8"
"6776,Aze,16.6,4"
"6777,[Corgi]Kenya,16.6,6"
"6778,Player222,16.6,4"
"6779,Bait,16.6,4"
"6780,srbbree,16.6,4"
"6781,[ESP]Galiza,16.6,4"
"6782,KanyeWest,16.6,21"
"6783,Player533,16.6,4"
"6784,AndroidUser872,16.6,4"
"6785,[DREW]Joesphstalien,16.6,21"
"6786,Player947,16.5,25"
"6787,SelenagomezQueen,16.5,43"
"6788,NAZ1681,16.5,21"
"6789,Хуйвпольто[REED],16.5,282"
"6790,Coolguy,16.5,8"
"6791,megapint122,16.5,99"
"6792,[FR]hallo,16.5,18"
"6793,iOSUser215,16.5,27"
"6794,AndroidUser475,16.5,30"
"6795,Attackifgay,16.5,10"
"6796,[gxcx]dead,16.5,6"
"6797,sweden,16.5,5"
"6798,jaishreeram,16.5,12"
"6799,Ruśkijowska,16.5,20"
"6800,Monaco,16.5,12"
"6801,[CORGI]Abdully,16.5,8"
"6802,[OG]llll,16.5,10"
"6803,Ayaz,16.5,16"
"6804,artic,16.5,8"
"6805,Player100,16.5,6"
"6806,Mo3,16.5,21"
"6807,[WSSD]titled,16.5,60"
"6808,Player71,16.5,4"
"6809,SovietUnion,16.5,7"
"6810,TheIslamicKingdom,16.5,8"
"6811,why,16.5,14"
"6812,[OG]Mamii,16.5,10"
"6813,mewingland,16.5,8"
"6814,Player113,16.5,7"
"6815,[CORGI]mihacf,16.5,17"
"6816,BTS,16.5,17"
"6817,[KuVs]Kozaki,16.5,4"
"6818,[OG]minions,16.5,19"
"6819,[Corgi]SovietUnion,16.5,8"
"6820,[OG]Hikki,16.5,4"
"6821,[KORGI]Костян,16.5,4"
"6822,insanenova,16.5,4"
"6823,Player845,16.5,6"
"6824,____________________,16.5,4"
"6825,MrEagle,16.5,4"
"6826,F0ckIslam,16.5,11"
"6827,Player218,16.5,4"
"6828,TRI,16.5,6"
"6829,nųs4nt4r4,16.5,6"
"6830,Fuckyourass,16.5,8"
"6831,Azərbaycan,16.5,10"
"6832,uraine,16.5,32"
"6833,[Corgi]Justice,16.5,10"
"6834,MehmetBeeyy,16.5,8"
"6835,Jeliper,16.5,6"
"6836,USA,16.5,10"
"6837,[ww2]gavi,16.5,4"
"6838,Caseohrippedagass,16.5,9"
"6839,TTG,16.5,49"
"6840,Sall,16.5,6"
"6841,[CORGI]Nederland,16.5,6"
"6842,Player167,16.5,4"
"6843,AndroidUser940,16.5,6"
"6844,Player957,16.5,6"
"6845,Cottonpicker,16.5,8"
"6846,[PL]GreaterPoland,16.5,4"
"6847,Ballin',16.5,4"
"6848,[corgi]Hikimuma,16.5,4"
"6849,[CYB]frex,16.5,56"
"6850,[FR]Vallower,16.5,6"
"6851,Watermelon,16.5,4"
"6852,Olik,16.5,6"
"6853,Türkiye,16.5,6"
"6854,[PL]WielkaPolska,16.5,5"
"6855,Dontbeamoron,16.5,7"
"6856,[CORGI]SigmaState,16.5,6"
"6857,XxX,16.5,6"
"6858,Polska,16.5,4"
"6859,Extermpum,16.5,12"
"6860,Ctrl+W=Ally[NL],16.5,4"
"6861,500.000.000,16.5,9"
"6862,[N.A.Z.I]AdolfHit...,16.5,8"
"6863,ifatackgay,16.5,4"
"6864,Player767,16.5,14"
"6865,Gloria,16.5,5"
"6866,std::cout,16.5,4"
"6867,DotHunter,16.5,91"
"6868,Türkistan,16.5,28"
"6869,Player444,16.5,4"
"6870,BritishEmpire,16.5,6"
"6871,Thanis,16.5,8"
"6872,[ELITE]TsarNicholas,16.5,4"
"6873,Хуйхохлам,16.5,17"
"6874,[BYZ]Yarik228,16.5,34"
"6875,FederationofSol,16.5,4"
"6876,Trump2024,16.5,4"
"6877,AndroidUser134,16.5,4"
"6878,[ESP]Galiza,16.5,6"
"6879,Californian,16.5,4"
"6880,[PL]PolishLithuanian,16.5,4"
"6881,AndroidUser182,16.5,40"
"6882,Sachsenland,16.5,4"
"6883,Player411,16.5,21"
"6884,PRC,16.4,10"
"6885,aseanempire,16.4,79"
"6886,AndroidUser200,16.4,58"
"6887,jesus,16.4,13"
"6888,LasserCZE,16.4,20"
"6889,AndroidUser227,16.4,8"
"6890,Dejvik,16.4,70"
"6891,Krasnojarsk[OG],16.4,29"
"6892,megapint172,16.4,95"
"6893,megapint529,16.4,102"
"6894,samudrgupt,16.4,21"
"6895,[corgi]empireofpp,16.4,8"
"6896,CascadianLegion,16.4,6"
"6897,Beanempire,16.4,37"
"6898,[AZE]And,16.4,15"
"6899,Mongolianempire,16.4,8"
"6900,E.W,16.4,8"
"6901,Gani,16.4,14"
"6902,timurempire,16.4,54"
"6903,Marocco,16.4,27"
"6904,СоветскийСоюз,16.4,12"
"6905,Monster,16.4,23"
"6906,HenHen,16.4,14"
"6907,Альясн!Воимялюдей!,16.4,4"
"6908,AndroidUser155,16.4,8"
"6909,Ерис,16.4,67"
"6910,[]kingdomofrocks[],16.4,4"
"6911,AndroidUser884,16.4,4"
"6912,GermanEmpire,16.4,6"
"6913,Ripel,16.4,4"
"6914,LittleMissSunshine,16.4,8"
"6915,Lordofking,16.4,4"
"6916,Venezuela[SOYJAK],16.4,4"
"6917,000,16.4,4"
"6918,Armenia,16.4,4"
"6919,ProjectY,16.4,11"
"6920,[CORGI]Ascii,16.4,6"
"6921,[OG]AtlasMorocco,16.4,4"
"6922,RepublicanClique,16.4,4"
"6923,Russia,16.4,4"
"6924,NaN,16.4,4"
"6925,Plsteam,16.4,4"
"6926,kingdomofabuhaltam,16.4,6"
"6927,AndroidUser947,16.4,6"
"6928,eastromanempire,16.4,4"
"6929,Nig,16.4,6"
"6930,Ialwayswin,16.4,4"
"6931,Malfesti,16.4,4"
"6932,wiecejwarzyw,16.4,6"
"6933,Zen,16.4,4"
"6934,PL:),16.4,8"
"6935,E.U.Federation,16.4,4"
"6936,Oldnizzz,16.4,5"
"6937,Türkiye,16.4,4"
"6938,Helou,16.4,4"
"6939,Tyrigs,16.4,4"
"6940,Thjax3,16.4,25"
"6941,....,16.4,6"
"6942,[SPQR]Sanader,16.4,4"
"6943,Evil,16.4,4"
"6944,Zyzz,16.4,4"
"6945,China,16.4,4"
"6946,AurrGassem,16.4,6"
"6947,UnitedSovietStates,16.4,4"
"6948,Tto,16.4,21"
"6949,[vlndrn]D.V.L,16.4,4"
"6950,JegerrmanCZ,16.4,52"
"6951,Player151,16.4,4"
"6952,KÖROĞŁŲ,16.4,6"
"6953,BobTheBuilder,16.4,8"
"6954,[TR]OttomanEmpire,16.4,10"
"6955,player,16.4,6"
"6956,ThePact,16.4,6"
"6957,Belrus=trueLithuania,16.4,4"
"6958,nazì,16.4,4"
"6959,osmanlıyeniçeri,16.4,6"
"6960,[FR]Alex,16.4,4"
"6961,ForDemocracyAndOil,16.4,4"
"6962,Polandbobr,16.4,4"
"6963,[Avatar]JoinPls:),16.4,4"
"6964,zadosla,16.4,6"
"6965,PenguEmpire,16.4,6"
"6966,OnionPunch[LASA],16.4,4"
"6967,AndroidUser865,16.4,6"
"6968,colombia,16.4,6"
"6969,[OG]Конфедерацияжоп,16.4,6"
"6970,BaguetteEnjoyer,16.4,4"
"6971,AndroidUser610,16.4,6"
"6972,Japan,16.4,12"
"6973,Maraşelgöktürk,16.4,4"
"6974,Demacia,16.3,11"
"6975,[64]Simba,16.3,156"
"6976,USA,16.3,52"
"6977,Unoob,understand?,16.3,14"
"6978,Poland,16.3,27"
"6979,[TR]osmanlı,16.3,7"
"6980,megapint499,16.3,108"
"6981,megapint450,16.3,108"
"6982,[CZ]Brambas,16.3,81"
"6983,Estela>:)привет!!,16.3,22"
"6984,Raccoon,16.3,6"
"6985,[IND]India,16.3,70"
"6986,[CH]Haylim,16.3,11"
"6987,Göktürk_Emprie,16.3,18"
"6988,Player665,16.3,12"
"6989,Matagusanos007,16.3,6"
"6990,FreddyFaxxbear,16.3,11"
"6991,[Corgi]Lesser,16.3,7"
"6992,AndrewTate,16.3,18"
"6993,[UZB]ekistanEmpire,16.3,9"
"6994,[CORGI]Germany;),16.3,30"
"6995,Osm4n,16.3,14"
"6996,thecümreich,16.3,5"
"6997,[tech]Hyperborealis,16.3,125"
"6998,akhandhindurastra,16.3,14"
"6999,assasin,16.3,6"
"7000,reich[Světce],16.3,11"
"7001,imperiopene,16.3,14"
"7002,[GREE]Gamechanger,16.3,8"
"7003,Canada,16.3,31"
"7004,use[IND]asclan,16.3,20"
"7005,muhammed_can,16.3,8"
"7006,[UGT]Rainmaker,16.3,19"
"7007,[CORGI]kacke,16.3,6"
"7008,OTG,16.3,8"
"7009,[CHP]GençlikKolları,16.3,10"
"7010,TpBobcat,16.3,4"
"7011,Hiraimparatorluğu,16.3,10"
"7012,[NC]Некронтир,16.3,4"
"7013,Czechia,16.3,8"
"7014,Тёма,16.3,4"
"7015,User2396,16.3,4"
"7016,[TR]talha,16.3,8"
"7017,Османскаяимперия,16.3,10"
"7018,[ECHO]Lx:),16.3,4"
"7019,EmpireThomas,16.3,44"
"7020,Romanianfederation,16.3,7"
"7021,swaggy,16.3,13"
"7022,iwantoil,16.3,6"
"7023,KKE,16.3,4"
"7024,Palestine,16.3,4"
"7025,Vultures,16.3,6"
"7026,Rostis,16.3,4"
"7027,Егор,16.3,7"
"7028,people,16.3,4"
"7029,[CJ]team,16.3,4"
"7030,[TR]Erenbc,16.3,4"
"7031,Asturias,16.3,4"
"7032,Player440,16.3,4"
"7033,India,16.3,4"
"7034,iOSUser659,16.3,4"
"7035,[CORGI]Nerd,16.3,4"
"7036,ДревниеРусы,16.3,10"
"7037,EpiclandianKingdom,16.3,11"
"7038,GunsN'Roses,16.3,31"
"7039,Yemen,16.3,4"
"7040,NewNewZealand,16.3,4"
"7041,[CORGI]HugoStiglitz,16.3,4"
"7042,[BHARAT]Hindu,16.3,4"
"7043,catalonia,16.3,4"
"7044,Rusia,16.3,4"
"7045,Zunnen,16.3,6"
"7046,Motown,16.3,37"
"7047,[Drew]Pannonia,16.3,25"
"7048,[FR]TerrAdélie,16.3,13"
"7049,TheEuropeanOnion,16.3,4"
"7050,Azərbaycanİmperiya,16.3,4"
"7051,[BAATH]Saddam,16.3,4"
"7052,Wicked,16.3,10"
"7053,228,16.3,4"
"7054,DanelawDanelaw,16.3,4"
"7055,[TW]Porrini,16.3,6"
"7056,iOSUser512,16.3,4"
"7057,[RU]ameba,16.3,4"
"7058,ottomanempire,16.3,8"
"7059,[VN]bomaycantat,16.3,4"
"7060,[X]Tite,16.3,4"
"7061,KingRida,16.3,4"
"7062,Theonia,16.3,21"
"7063,Ieatcement,16.3,9"
"7064,nobody,16.3,4"
"7065,ARN,16.3,8"
"7066,[Corgi]Polska,16.3,6"
"7067,bobloblaw,16.3,6"
"7068,RolandCulé,16.3,4"
"7069,Player73,16.3,4"
"7070,[UZB],16.3,4"
"7071,Lazarkha,16.3,4"
"7072,[Cospito],16.2,151"
"7073,Komay,16.2,33"
"7074,[CYB]EthanTrax,16.2,6"
"7075,Jackdaw,16.2,13"
"7076,megapint157,16.2,102"
"7077,Sovietunion,16.2,7"
"7078,Zero_zone,16.2,124"
"7079,Player438,16.2,140"
"7080,bober,16.2,10"
"7081,С.С.С.Р.,16.2,6"
"7082,Mittelfranken,16.2,45"
"7083,MarcoAurelio,16.2,118"
"7084,[CZ]TatraT3,16.2,8"
"7085,[MG]LalDaruvaja,16.2,5"
"7086,[HIV]Pimper,16.2,6"
"7087,TR1031,16.2,24"
"7088,СНГ,16.2,18"
"7089,yagi,16.2,9"
"7090,Green,16.2,12"
"7091,ăncút,16.2,10"
