"Ranking,Name,ELO,PlayedGames"
"35831,KBA,4.1,1"
"35832,iOSUser41,4.1,1"
"35833,OsmanlıTorunu,4.1,1"
"35834,[Altulan],4.1,1"
"35835,osmanli,4.1,1"
"35836,ussr,4.1,1"
"35837,Игрок858,4.1,1"
"35838,[X]ThisIsReal?,4.1,1"
"35839,hello,4.1,1"
"35840,UwU,4.1,1"
"35841,akhandbharat,4.1,1"
"35842,Israel,4.1,1"
"35843,iOSUser74,4.1,1"
"35844,OttomanEmpire,4.1,1"
"35845,[ISLAM]Palestineking,4.1,1"
"35846,[VN]Player123,4.1,1"
"35847,[yourmom]lel,4.1,1"
"35848,Player185,4.1,1"
"35849,Рсфср,4.1,1"
"35850,Booba,4.1,1"
"35851,Betray=full,4.1,1"
"35852,ÖÄÅ,4.1,1"
"35853,azərbaycandövləti,4.1,1"
"35854,AndroidUser951,4.1,1"
"35855,AndroidUser171,4.1,1"
"35856,[BG]Banandinho14,4.1,1"
"35857,Player587,4.1,1"
"35858,Nidsdfhjokjashoui,4.1,1"
"35859,Nato,4.1,1"
"35860,safavid,4.1,1"
"35861,islamicempire,4.1,1"
"35862,Anuszxc,4.1,1"
"35863,osmanlıimp,4.1,1"
"35864,AndroidUser272,4.1,1"
"35865,xuesos,4.1,1"
"35866,[OG]Budda,4.1,1"
"35867,Loriks,4.1,1"
"35868,т-34-85,4.1,1"
"35869,pro,4.1,1"
"35870,RasmusM,4.1,1"
"35871,fawaaz,4.1,1"
"35872,Anarchy,4.1,1"
"35873,hessel,4.1,1"
"35874,Player542,4.1,1"
"35875,AndroidUser230,4.1,1"
"35876,DAVR_ON2006,4.1,1"
"35877,Player183,4.1,1"
"35878,svearike,4.1,1"
"35879,оке,4.1,1"
"35880,Kartik,4.1,1"
"35881,kalmerUnion[Drew],4.1,1"
"35882,Attack=Allin,4.1,1"
"35883,pensil2009,4.1,1"
"35884,С.С.С.Р.,4.1,1"
"35885,[OG]Pop74,4.1,1"
"35886,Player832,4.1,1"
"35887,AndroidUser72,4.1,1"
"35888,Slavaputin,4.1,1"
"35889,хуйвжоре228,4.1,5"
"35890,LordVoldemort,4.1,1"
"35891,ELBsuuuuuuuuuuuuu,4.1,1"
"35892,KingdomofPrussia,4.1,1"
"35893,didou,4.1,1"
"35894,[bot]desher,4.1,1"
"35895,AndroidUser699,4.1,1"
"35896,[Team]Fren,4.1,1"
"35897,JefferyDahmar,4.1,1"
"35898,NovaSoviética,4.1,1"
"35899,polska,4.1,1"
"35900,KBX,4.1,1"
"35901,iOSUser420,4.1,1"
"35902,TurkicEmpire,4.1,1"
"35903,German,4.1,1"
"35904,HristeBoze,4.1,1"
"35905,ImperoAnime,4.1,1"
"35906,ModEnchanter,4.1,1"
"35907,Degwnbasman,4.1,1"
"35908,AndroidUser304,4.1,1"
"35909,taiwan,4.1,1"
"35910,Eternal,4.1,1"
"35911,portugal,4.1,1"
"35912,[FR]Cl3mjay,4.1,1"
"35913,yokedici,4.1,1"
"35914,Ottomanempire,4.1,1"
"35915,AndroidUser900,4.1,1"
"35916,Individ,4.1,1"
"35917,Player125,4.1,1"
"35918,Ste,4.1,1"
"35919,Moshingando,4.1,1"
"35920,USSR22866,4.1,1"
"35921,Gitler,4.1,1"
"35922,riso,4.1,1"
"35923,Negre,4.1,1"
"35924,Player466,4.1,1"
"35925,[RU]bur,4.1,1"
"35926,Вован,4.1,1"
"35927,Kurdîstan,4.1,1"
"35928,Pro,4.1,1"
"35929,imagination,4.1,1"
"35930,Ussr,4.1,1"
"35931,0_o,4.1,1"
"35932,Ottomanempire,4.1,1"
"35933,Proatia,4.1,1"
"35934,PK2604,4.1,1"
"35935,wannabeasandwich,4.1,1"
"35936,[FR]France,4.1,1"
"35937,natzi,4.1,1"
"35938,[FB]FastBoy.106,4.1,4"
"35939,Argentina,4.1,1"
"35940,AndroidUser616,4.1,1"
"35941,Uare,4.1,1"
"35942,iOSUser888,4.1,1"
"35943,FrenchEmperino,4.1,1"
"35944,NewFrance,4.1,1"
"35945,Player480,4.1,1"
"35946,AndroidUser426,4.1,1"
"35947,White2,4.1,1"
"35948,Player595,4.1,1"
"35949,[CORGI]FranceRW06,4.1,1"
"35950,[Islam]Anas,4.1,1"
"35951,weaponm249entity,4.1,1"
"35952,PoisonGod,4.1,1"
"35953,Broukers,4.1,1"
"35954,Lambergamber,4.1,1"
"35955,uhljeb,4.1,1"
"35956,palesitineturkey,4.1,1"
"35957,RedBull,4.1,1"
"35958,MexicalStandoff,4.1,1"
"35959,ahmad,4.1,1"
"35960,[AV]Warcrimes,4.1,1"
"35961,iOSUser292,4.1,1"
"35962,badguy,4.1,1"
"35963,AndroidUser668,4.1,1"
"35964,kürt_sken,4.1,1"
"35965,[OSS]Shingwad,4.1,1"
"35966,elrek,4.1,1"
"35967,РеспубликаКазахстан,4.1,1"
"35968,ussr,4.1,4"
"35969,Iamthebest,4.1,1"
"35970,Ryauma,4.1,1"
"35971,Player727,4.1,1"
"35972,(7),4.1,1"
"35973,BoraLoCatalinaLo,4.1,1"
"35974,Håkon,4.1,1"
"35975,[CORGI]явамнекот,4.1,1"
"35976,AndroidUser958,4.1,1"
"35977,SlavicPaganism,4.1,1"
"35978,JoeBen,4.1,1"
"35979,ISLAM)impire,4.1,1"
"35980,UZB,4.1,1"
"35981,Kadir,4.1,1"
"35982,AndroidUser227,4.1,1"
"35983,Romania,4.1,5"
"35984,Persepolis,4.1,1"
"35985,Player60,4.1,1"
"35986,ИНД,4.1,1"
"35987,TheMan,4.1,1"
"35988,artinyaapabangmessi,4.1,1"
"35989,[OG]czechoslovak,4.1,1"
"35990,livesar,4.1,1"
"35991,[soyjak]'arty,4.1,1"
"35992,RomanEmpire,4.1,1"
"35993,rrrraaaaaaaahhhhhhhh,4.1,1"
"35994,Mairosvr,4.1,1"
"35995,00000,4.1,1"
"35996,aea,4.1,1"
"35997,dreelowjh,4.1,1"
"35998,AndroidUser839,4.1,1"
"35999,СлаваМиру!,4.1,1"
"36000,IRA,4.1,1"
"36001,Расия,4.1,1"
"36002,hamsi,4.1,1"
"36003,[RU]bim,4.1,1"
"36004,Team?,4.1,2"
"36005,TheAlbanianempire,4.1,1"
"36006,meronnxtr,4.1,1"
"36007,Iran,4.1,1"
"36008,algeria,4.1,1"
"36009,Azərbaycan,4.1,1"
"36010,Player324,4.1,1"
"36011,AndroidUser659,4.1,1"
"36012,GiovanniPride,4.1,1"
"36013,TehnoSword,4.1,1"
"36014,MLPFuta,4.1,1"
"36015,DonutEmpire,4.1,1"
"36016,ThirdReich,4.1,1"
"36017,U.S.S.R.,4.1,1"
"36018,EuropeanUnion,4.1,1"
"36019,PhilipeAUGUST,4.1,1"
"36020,monogO,4.1,1"
"36021,ukraine,4.1,1"
"36022,HWDp,4.1,1"
"36023,Tempest,4.1,1"
"36024,ChechnyaCaliphate,4.1,1"
"36025,.N.A.Z.I.,4.1,1"
"36026,KaraMustafaimparat,4.1,1"
"36027,AndroidUser806,4.1,1"
"36028,DonbassEmpire,4.1,1"
"36029,iOSUser819,4.1,1"
"36030,heydrich,4.1,1"
"36031,imperionaz,4.1,1"
"36032,[N]Juicy_Ahh_Aryan,4.1,1"
"36033,[Malaysia]retard,4.1,1"
"36034,[N]kwekuAnansi,4.1,1"
"36035,oreo,4.1,1"
"36036,Grozvil,4.1,1"
"36037,[SZSS]Türkistan,4.1,1"
"36038,СоветскийСоюз,4.1,1"
"36039,kurdistan,4.1,1"
"36040,Kius,4.1,1"
"36041,Pakistan,4.1,1"
"36042,TrooLKinG,4.1,1"
"36043,junichi,4.1,1"
"36044,rpioOG,4.1,3"
"36045,BLAlk,4.1,1"
"36046,TİÜSM,4.1,1"
"36047,AndroidUser326,4.1,1"
"36048,Player748,4.1,1"
"36049,iOSUser292,4.1,1"
"36050,Yanlışoldu,4.1,1"
"36051,arg,4.1,1"
"36052,Warhammer40kk,4.1,1"
"36053,Player229,4.1,1"
"36054,Adam,4.1,1"
"36055,Rome,4.1,1"
"36056,GuriEmpire,4.1,1"
"36057,6969696969,4.1,1"
"36058,QarabağFK,4.1,1"
"36059,jaden,4.1,1"
"36060,Ali,4.1,1"
"36061,...,4.1,1"
"36062,GailLewis,4.1,1"
"36063,ottomatempire,4.1,1"
"36064,бурундук,4.1,1"
"36065,EMEÇLERİmp.2,4.1,1"
"36066,klavioalbania,4.1,1"
"36067,FZRArad,4.1,1"
"36068,karalica,4.1,9"
"36069,BettinaRonsberg,4.1,1"
"36070,технолог,4.1,1"
"36071,TheRevolution,4.1,1"
"36072,Очкошник,4.1,1"
"36073,lukpie,4.1,1"
"36074,kopila,4.1,1"
"36075,TherealZed,4.1,1"
"36076,iOSUser737,4.1,1"
"36077,GyattEmpire,4.1,1"
"36078,Xijingping,4.1,1"
"36079,Player273,4.1,1"
"36080,Flupy,4.1,1"
"36081,BenjinEmpire,4.1,1"
"36082,AndroidUser969,4.1,1"
"36083,Jerusalem,4.1,1"
"36084,ссср,4.1,1"
"36085,TÜRK,4.1,1"
"36086,Akhandbharat,4.1,1"
"36087,Iraq,4.1,1"
"36088,ТерриторияМосквы,4.1,1"
"36089,[Corgi],4.1,1"
"36090,AndroidUser741,4.1,1"
"36091,Turkishpower,4.1,1"
"36092,[OG]Operial,4.1,1"
"36093,AndroidUser157,4.1,1"
"36094,TAC,4.1,1"
"36095,zencinoelbaba,4.1,1"
"36096,BMuld,4.1,1"
"36097,Shrek,4.1,1"
"36098,SandyMandyLandy,4.1,1"
"36099,eldsucks,4.1,1"
"36100,AndroidUser451,4.1,1"
"36101,Türkiye,4.1,1"
"36102,AdolfHitIer,4.1,1"
"36103,lithuania,4.1,1"
"36104,777,4.1,1"
"36105,republicofLithuani,4.1,1"
"36106,Македонија,4.1,1"
"36107,NateHiggers,4.1,1"
"36108,SCP-001,4.1,1"
"36109,1234alya,4.1,1"
"36110,[corgi]dog,4.1,1"
"36111,Player899,4.1,1"
"36112,Rusia,4.1,1"
"36113,Player1,4.1,3"
"36114,Philippinetribe,4.1,1"
"36115,AndroidUser841,4.1,1"
"36116,Mxmaste25,4.1,1"
"36117,Grandrepublica,4.1,1"
"36118,AndroidUser990,4.1,1"
"36119,Imperiumofman,4.1,1"
"36120,Dammm,4.1,1"
"36121,Партия,4.1,1"
"36122,Player657,4.1,1"
"36123,zap,4.1,1"
"36124,GymRestDay,4.1,1"
"36125,unitedkingdon,4.1,1"
"36126,thirdReich,4.1,1"
"36127,ussr,4.1,1"
"36128,ManziGermany,4.1,1"
"36129,Dxrk,4.1,1"
"36130,Morocco,4.1,1"
"36131,Akihabara,4.1,1"
"36132,Iwinyoulose,4.1,1"
"36133,OttomanEmpire,4.1,1"
"36134,[SVK]Slovakia,4.1,1"
"36135,Prussia,4.1,1"
"36136,scyzhong,4.1,1"
"36137,AA.,4.1,1"
"36138,Tuga1143,4.1,1"
"36139,AndroidUser924,4.1,1"
"36140,Player592,4.1,1"
"36141,[OMSK]Octabrist,4.1,1"
"36142,Clover,4.1,1"
"36143,Kaedrin,4.1,1"
"36144,Player400,4.1,1"
"36145,Player642,4.1,1"
"36146,Corrpempire,4.1,1"
"36147,Japón<3UwU,4.1,1"
"36148,Player519,4.1,1"
"36149,niga,4.1,1"
"36150,Kitsune919,4.1,1"
"36151,[Corgi]SuleymanI,4.1,1"
"36152,IloveHyoju,4.1,1"
"36153,Kuruluşosman,4.1,1"
"36154,[CORGI]Caseoh,4.1,1"
"36155,ChinaMonkeys,4.1,1"
"36156,Mahac,4.1,1"
"36157,Mikehawk,4.1,1"
"36158,Polish-Lithuania,4.1,1"
"36159,Пёс,4.1,1"
"36160,SurvivalL,4.1,1"
"36161,Player390,4.1,1"
"36162,fatihsultanmehmet,4.1,1"
"36163,Frenchempire,4.1,1"
"36164,ohio,4.1,1"
"36165,Mensonic,4.1,1"
"36166,Player,4.1,1"
"36167,Player408,4.1,1"
"36168,Luke386,4.1,1"
"36169,finland,4.1,1"
"36170,SSS,4.1,1"
"36171,Israel,4.1,1"
"36172,AndroidUser270,4.1,1"
"36173,[DZ]fireman,4.1,1"
"36174,[corgi]Imperiulu,4.1,1"
"36175,China<3UwU/:,4.1,1"
"36176,Player148,4.1,1"
"36177,İlyasbabapro,4.1,1"
"36178,QXWHack012,4.1,1"
"36179,gas,4.1,1"
"36180,Stonecarved,4.1,1"
"36181,Türkiye,4.1,1"
"36182,Player41,4.1,1"
"36183,Player210,4.1,1"
"36184,iOSUser824,4.1,1"
"36185,:)-(,4.1,1"
"36186,Matavirgenes,4.1,1"
"36187,Zenistan,4.1,1"
"36188,Player239,4.1,1"
"36189,Skibiditoilet,4.1,1"
"36190,AndroidUser936,4.1,1"
"36191,AndroidUser134,4.1,1"
"36192,[OG]lol,4.1,1"
"36193,Толик(coolsigma),4.1,1"
"36194,CaucasianAlbania,4.1,1"
"36195,AndroidUser551,4.1,1"
"36196,bleczka,4.1,1"
"36197,Gorkha,4.1,1"
"36198,[corgi]salad,4.1,1"
"36199,Player599,4.1,1"
"36200,AndroidUser305,4.1,1"
"36201,Australia,4.1,1"
"36202,Player159,4.1,1"
"36203,tt.Azerbaijani,4.1,1"
"36204,Mmmaarrkk,4.1,1"
"36205,[LAMBO]LamboClub,4.1,1"
"36206,Player18,4.1,1"
"36207,Player603,4.1,1"
"36208,Player681,4.1,1"
"36209,PetrCutkaczech,4.1,1"
"36210,Player287,4.1,1"
"36211,safevi,4.1,1"
"36212,iOSUser83,4.1,1"
"36213,[JPZW]WielkaLechia,4.1,1"
"36214,averagehoi4player,4.1,1"
"36215,цой,4.1,1"
"36216,Player244,4.1,1"
"36217,hrhr,4.1,1"
"36218,[KA]Weeno,4.1,1"
"36219,PRO,4.1,1"
"36220,Player336,4.1,1"
"36221,iOSUser563,4.1,1"
"36222,[84]Player84,4.1,1"
"36223,MeinFuher,4.1,1"
"36224,Player562,4.1,1"
"36225,TREurope,4.1,1"
"36226,RomanRepublic,4.1,1"
"36227,Yes,4.1,1"
"36228,chunky,4.1,1"
"36229,CommunistUSA,4.1,1"
"36230,raton,4.1,1"
"36231,hawking_epstein,4.1,1"
"36232,sextimebaby,4.1,1"
"36233,Player74,4.1,1"
"36234,AndroidUser216,4.1,1"
"36235,хуй,4.1,1"
"36236,iOSUser778,4.1,1"
"36237,empireofsanmarino,4.1,1"
"36238,America,4.1,1"
"36239,Mujluoralet,4.1,1"
"36240,AZE.023,4.1,1"
"36241,bot3839194,4.1,1"
"36242,Azərbaycan,4.1,1"
"36243,Armenia,4.1,1"
"36244,[CORGI]SovietUnion,4.1,1"
"36245,FutanariEmpire,4.1,3"
"36246,Interest,4.1,1"
"36247,AndroidUser619,4.1,1"
"36248,iOSUser865,4.1,1"
"36249,CAUDillodeespaña,4.1,1"
"36250,[PISA]Republic,4.1,1"
"36251,[OG]Piosli,4.1,4"
"36252,CorgiCircus,4.1,1"
"36253,[GAZA]Player971,4.1,1"
"36254,ItalyButHitlérWon,4.1,1"
"36255,Blask,4.1,1"
"36256,OsmanlıDevleti,4.1,1"
"36257,ЗСУ,4.1,1"
"36258,yes,4.1,1"
"36259,оаоа,4.1,1"
"36260,bolivia,4.1,1"
"36261,Russia,4.1,1"
"36262,Penis,4.1,1"
"36263,Player230,4.1,1"
"36264,2.TurkishEmpire,4.1,1"
"36265,Tempestfederation,4.1,1"
"36266,germany,4.1,1"
"36267,dude,4.1,1"
"36268,Redwave2024,4.1,1"
"36269,Osmanlı,4.1,1"
"36270,weagles,4.1,1"
"36271,LittleSwitzerland,4.1,1"
"36272,хахахааа,4.1,1"
"36273,Ass_Destroyer,4.1,1"
"36274,GazzaN,4.1,1"
"36275,EarthDestroyer,4.1,1"
"36276,Clussy,4.1,1"
"36277,SuperEarth,4.1,1"
"36278,Osmanlıyımnlan,4.1,1"
"36279,Piet,4.1,1"
"36280,asdf,4.1,1"
"36281,AndroidUser347,4.1,1"
"36282,Dog2,4.1,1"
"36283,iOSUser987,4.1,1"
"36284,ambal,4.1,1"
"36285,mileuristas,4.1,1"
"36286,Theweekndfan,4.1,1"
"36287,Player478,4.1,1"
"36288,mrbreast,4.1,1"
"36289,Theworld,4.1,1"
"36290,EatTidePods,4.1,1"
"36291,Player496,4.1,1"
"36292,brazil,4.1,1"
"36293,AndroidUser45,4.1,1"
"36294,türküm,4.1,1"
"36295,123456789,4.1,1"
"36296,Française,4.1,1"
"36297,chingchongman,4.1,1"
"36298,Meesi,4.1,1"
"36299,Chernobyl,4.1,1"
"36300,Jungleland,4.1,1"
"36301,[DREW]Finland,4.1,1"
"36302,BielayaArmya,4.1,1"
"36303,Player79,4.1,1"
"36304,Саша,4.1,1"
"36305,Türkiye,4.1,1"
"36306,Haaland,4.1,1"
"36307,RomanEmpire,4.1,1"
"36308,[jugg]jrr,4.1,1"
"36309,AndroidUser429,4.1,1"
"36310,TheThirdReich,4.1,1"
"36311,Player158,4.1,1"
"36312,AK89,4.1,1"
"36313,çetin,4.1,1"
"36314,Ussr,4.1,1"
"36315,flup,4.1,1"
"36316,Гондурас,4.1,1"
"36317,[INC]InvasionInc.,4.1,1"
"36318,[FR]FrenchGang,4.1,1"
"36319,Player713,4.1,1"
"36320,KKK,4.1,1"
"36321,yiğit,4.1,1"
"36322,foss,4.1,1"
"36323,DxD,4.1,1"
"36324,Emir168,4.1,1"
"36325,karat,4.1,1"
"36326,Player24[LU],4.1,1"
"36327,AndroidUser755,4.1,1"
"36328,AndroidUser314,4.1,1"
"36329,MahmutSami,4.1,1"
"36330,Haytham,4.1,1"
"36331,iOSUser809,4.1,1"
"36332,JoachimEmpire,4.1,1"
"36333,[CORGI]eshkeremen,4.1,1"
"36334,Lilbeasty,4.1,1"
"36335,TheFunnySide,4.1,1"
"36336,SpanishRaj,4.1,1"
"36337,Muffin,4.1,1"
"36338,[EU]SermeniaKingdom,4.1,1"
"36339,Frankrikeempiriska,4.1,1"
"36340,ImInSchoolRN,4.1,1"
"36341,AndroidUser281,4.1,1"
"36342,HarryPotter,4.1,1"
"36343,Menovazinia,4.1,1"
"36344,Casur,4.1,1"
"36345,zarg,4.1,1"
"36346,T3PO,4.1,1"
"36347,[JPZW]Lechiasigma,4.1,1"
"36348,...,4.1,1"
"36349,Player439,4.1,1"
"36350,AndroidUser167,4.1,1"
"36351,Jugoslavia,4.1,1"
"36352,pidor,4.1,1"
"36353,Willprout,4.1,1"
"36354,AndroidUser740,4.1,6"
"36355,AsyaHun,4.1,1"
"36356,Belarus,4.1,1"
"36357,Tfinde,4.1,1"
"36358,equestria,4.1,1"
"36359,abaraham,4.1,1"
"36360,Rohinhere,4.1,1"
"36361,mumaaaaa,4.1,1"
"36362,azerty,4.1,1"
"36363,Ohio,4.1,1"
"36364,germanempire,4.1,1"
"36365,(Izreal)ISGOOD,4.1,1"
"36366,Türkei,4.1,1"
"36367,AndroidUser825,4.1,1"
"36368,Thebrawleyrepublic,4.1,1"
"36369,SkylerWhiteYO,4.1,1"
"36370,Lithuania,4.1,1"
"36371,AGTT2024,4.1,1"
"36372,Romania,4.1,1"
"36373,Ukeldie,4.1,1"
"36374,Player101,4.1,1"
"36375,Palestine,4.1,1"
"36376,[KSR]Kurbiq,4.1,1"
"36377,[Drew]Himothy-BOB!,4.1,1"
"36378,ByzantineEmpire,4.1,1"
"36379,ottomanempire,4.1,1"
"36380,Navy246,4.1,1"
"36381,Tamazgha,4.1,1"
"36382,daimmm,4.1,1"
"36383,westernromanempire,4.1,1"
"36384,kanyewest,4.1,1"
"36385,Europa,4.1,1"
"36386,Benyimin,4.1,1"
"36387,Yoskat66,4.1,1"
"36388,pepecopa,4.1,1"
"36389,France,4.1,1"
"36390,Massdebator,4.1,1"
"36391,Eversylitresbyblic,4.1,1"
"36392,SergeoSangra,4.1,1"
"36393,Lexypoo,4.1,1"
"36394,kayzer,4.1,3"
"36395,Player652,4.1,1"
"36396,Player694,4.1,1"
"36397,iOSUser532,4.1,1"
"36398,Tiktok_rikardofn,4.1,1"
"36399,sev3n,4.1,1"
"36400,[CORGI]Russia,4.1,1"
"36401,UnitedFishRepublic,4.1,1"
"36402,Візантійськаімперія,4.1,1"
"36403,EFE,4.1,1"
"36404,Fatempire,4.1,1"
"36405,Italy,4.1,1"
"36406,Player789,4.1,1"
"36407,AndroidUser50,4.1,1"
"36408,%%%&###,4.1,1"
"36409,[MATRMO]England,4.1,1"
"36410,[MATRMO]stlucia,4.1,1"
"36411,RepublicofKashmir,4.1,1"
"36412,hirt4,4.1,1"
"36413,ImposterSpider-Man,4.1,1"
"36414,OttomanEMPİRE,4.1,1"
"36415,AndroidUser788,4.1,1"
"36416,Saveyoursoldiers,4.1,1"
"36417,AndroidUser19,4.1,1"
"36418,Androidman,4.1,1"
"36419,TestereADAM,4.1,1"
"36420,104,4.1,1"
"36421,HateNíggers,4.1,1"
"36422,[DREW]Humans,4.1,1"
"36423,benbuoyunuoynicam,4.1,1"
"36424,Wermacth,4.1,1"
"36425,TheLoner,4.1,1"
"36426,Häfn,4.1,1"
"36427,germany,4.1,1"
"36428,SovietUnion,4.1,8"
"36429,Player242,4.1,1"
"36430,Portugal,4.1,1"
"36431,uniónmundial,4.1,1"
"36432,Player34,4.1,1"
"36433,Player957,4.1,1"
"36434,CarolinaConfederacy,4.1,1"
"36435,Player333,4.1,1"
"36436,fnafempire,4.1,1"
"36437,Olarilole,4.1,1"
"36438,iOSUser867,4.1,1"
"36439,dig,4.1,1"
"36440,Turkiye,4.1,1"
"36441,AndroidUser951,4.1,1"
"36442,Türkiye,4.1,1"
"36443,Bharat,4.1,1"
"36444,Османскаяимперия,4.1,1"
"36445,RoyaumedeJérusalem,4.1,1"
"36446,GDR,4.1,1"
"36447,Dedadogrigs,4.1,1"
"36448,Balkanempire,4.1,1"
"36449,ZEB89,4.1,1"
"36450,Maltesia,4.1,1"
"36451,Hilaltaktigi,4.1,1"
"36452,Enes,4.1,1"
"36453,patrico947[alemania],4.1,1"
"36454,urrs,4.1,1"
"36455,KazuBeyliği,4.1,1"
"36456,Alexander,4.1,1"
"36457,MeritocracyofAura,4.1,1"
"36458,AtatürksTürkiye,4.1,1"
"36459,Otan,4.1,1"
"36460,Erdoğanındildosu,4.1,1"
"36461,Peep,4.1,1"
"36462,nigaria,4.1,1"
"36463,slime1,4.1,1"
"36464,AndroidUser345,4.1,1"
"36465,axelreich,4.1,1"
"36466,криветка,4.1,1"
"36467,Sup,4.1,1"
"36468,[CORGI]Psychic,4.1,1"
"36469,Player909,4.1,1"
"36470,QuintanaState,4.1,1"
"36471,Siu,4.1,1"
"36472,AndroidUser851,4.1,1"
"36473,Pickles99YT,4.1,1"
"36474,Player:):):):),4.1,1"
"36475,riso,4.1,1"
"36476,Player941,4.1,1"
"36477,yoski,4.1,1"
"36478,RomanEmpire,4.1,1"
"36479,NOVayimparatorluğu,4.1,1"
"36480,[KG]KyrgyzMachine,4.1,1"
"36481,[Göt]kÖfteLand,4.1,1"
"36482,Paradis,4.1,1"
"36483,hamas,4.1,1"
"36484,Bri*ishEmpire,4.1,1"
"36485,Player192,4.1,1"
"36486,RachidPro312Fail,4.1,1"
"36487,[Br]King,4.1,1"
"36488,OILempire,4.1,1"
"36489,[CORGI]Kal4o,4.1,1"
"36490,Palestine,4.1,1"
"36491,Player193,4.1,1"
"36492,[HUN]Ricsi,4.1,1"
"36493,Ineedanadult,4.1,1"
"36494,nyga,4.1,1"
"36495,Player453,4.1,1"
"36496,polska,4.1,1"
"36497,BritishEmpire,4.1,1"
"36498,Idk,4.1,1"
"36499,germanreich,4.1,1"
"36500,[OG]Valinor,4.1,1"
"36501,Iateyou,4.1,1"
"36502,SigmaSkibiditoilet,4.1,1"
"36503,Dudum,4.1,1"
"36504,ImperioMochito,4.1,1"
"36505,Palestine,4.1,1"
"36506,[MDJ]jalcoboss,4.1,1"
"36507,[CORGI]Troy,4.1,1"
"36508,furrysrretarted,4.1,1"
"36509,ok??,4.1,1"
"36510,[DREW]HamilcarBarca,4.1,1"
"36511,cino,4.1,1"
"36512,Maxxxl1518,4.1,1"
"36513,BOO!,4.1,1"
"36514,Endy,4.1,1"
"36515,ooooooo,4.1,1"
"36516,JhonSnow,4.1,1"
"36517,Kürdistan,4.1,1"
"36518,holllaand,4.1,1"
"36519,RoubaixTourcoing,4.1,1"
"36520,PlatinumDynasty,4.1,1"
"36521,Urmum,4.1,1"
"36522,Vermont,4.1,1"
"36523,[BLAH]Flag,4.1,1"
"36524,France,4.1,1"
"36525,Box,4.1,1"
"36526,TheOncomingPiss,4.1,1"
"36527,kamchatka,4.1,1"
"36528,AndroidUser671,4.1,1"
"36529,JapaneseEmpire,4.1,1"
"36530,SovietUnion,4.1,1"
"36531,[CORGI]suntzu,4.1,1"
"36532,GalacticRepublic,4.1,1"
"36533,Fuccker,4.1,1"
"36534,Qnoob,4.1,1"
"36535,Vanich,4.1,1"
"36536,Fire,4.1,1"
"36537,Alemania,4.1,1"
"36538,Tupapifollando,4.1,1"
"36539,hecemotregua,4.1,1"
"36540,Führer,4.1,1"
"36541,EUKingdom,4.1,1"
"36542,mamalon[1267],4.1,1"
"36543,Imperio,4.1,1"
"36544,Portugal,4.1,1"
"36545,[TR]Merca,4.1,1"
"36546,Bot622,4.1,1"
"36547,Reich,4.1,1"
"36548,ottoman,4.1,1"
"36549,HairlineEmpire,4.1,1"
"36550,lightwork[ez],4.1,1"
"36551,partairatimin,4.1,1"
"36552,Mexico,4.1,1"
"36553,TexlahomaEmpire,4.1,1"
"36554,РоссийскаяИмперия,4.1,1"
"36555,HolyRomanEmpire,4.1,1"
"36556,DeutschlandRep,4.1,1"
"36557,AndroidUser835,4.1,1"
"36558,XD2.0,4.1,1"
"36559,Thugs,4.1,1"
"36560,USA,4.1,1"
"36561,niqqa,4.1,1"
"36562,potatoland,4.1,1"
"36563,ll:),4.1,1"
"36564,Bonima,4.1,1"
"36565,JapanEmpire,4.1,1"
"36566,Nightmareempire,4.1,1"
"36567,BigManWillie,4.1,1"
"36568,USA,4.1,1"
"36569,Spedcreamie,4.1,1"
"36570,hello=),4.1,1"
"36571,CivicRepublic,4.1,1"
"36572,ussr,4.1,1"
"36573,Lithunianempire,4.1,6"
"36574,[CORGI]488,4.1,1"
"36575,Elioleno,4.1,1"
"36576,Strongarmjoe,4.1,1"
"36577,Wasaaar,4.1,1"
"36578,[xan]wellingtoncity,4.1,1"
"36579,[..]=]T_T,4.1,1"
"36580,sovietunion,4.1,3"
"36581,ZtaFrogKumar,4.1,1"
"36582,Player490,4.1,1"
"36583,T_rex,4.1,1"
"36584,England,4.1,1"
"36585,DinoNuggieEmpire,4.1,1"
"36586,UnitedEmpire,4.1,1"
"36587,Player59,4.1,1"
"36588,EmbraceIslam,4.1,1"
"36589,AndroidUser359,4.1,1"
"36590,Player506,4.1,1"
"36591,TÜRK,4.1,1"
"36592,Kazakhstan,4.1,1"
"36593,Sovietunion,4.1,1"
"36594,LoboMC,4.1,1"
"36595,Honduras,4.1,1"
"36596,BatonRouge,4.1,1"
"36597,iOSUser879,4.1,1"
"36598,~Cammy~,4.1,1"
"36599,kb3,4.1,1"
"36600,MartinGay,4.1,1"
"36601,Bananoimperi,4.1,1"
"36602,EstadosUnidosdeMX,4.1,1"
"36603,NiX.,4.1,1"
"36604,Jajsjoip,4.1,1"
"36605,[Drew]kirwawa,4.1,1"
"36606,lSIS,4.1,1"
"36607,Player338,4.1,1"
"36608,[og]peaceful,4.1,1"
"36609,Estadosunidos,4.1,1"
"36610,TheColombian,4.1,1"
"36611,AndroidUser550,4.1,1"
"36612,AndroidUser517,4.1,1"
"36613,West,4.1,1"
"36614,francia,4.1,1"
"36615,Preaper,4.1,1"
"36616,Türkiye,4.1,1"
"36617,Player905,4.1,1"
"36618,[TR]benkomunistturk,4.1,1"
